Species,longitude,latitude
Helianthus angustifolius,-77.23,38.87
Helianthus angustifolius,-73.64,40.64
Helianthus angustifolius,-74.64,39.45
Helianthus angustifolius,-82.72,28.25
Helianthus angustifolius,-74.05,40.07
Helianthus angustifolius,-97.49,29.46
Helianthus angustifolius,-74.18,39.83
Helianthus angustifolius,-74.53,39.82
Helianthus angustifolius,-76.88,38.93
Helianthus angustifolius,-73.47,40.67
Helianthus angustifolius,-73.47,40.67
Helianthus angustifolius,-74.9,38.98
Helianthus angustifolius,-72.66,40.83
Helianthus angustifolius,-73.56,40.65
Helianthus angustifolius,-73.56,40.65
Helianthus angustifolius,-73.19,40.79
Helianthus angustifolius,-74.03,40.18
Helianthus angustifolius,-95.42,31.32
Helianthus angustifolius,-95.42,31.32
Helianthus angustifolius,-73.56,40.72
Helianthus angustifolius,-76.92,38.85
Helianthus angustifolius,-76.9,38.84
Helianthus angustifolius,-76.9,38.84
Helianthus angustifolius,-73.62,40.7
Helianthus angustifolius,-76.95,39.04
Helianthus angustifolius,-76.95,39.04
Helianthus angustifolius,-76.92,39.02
Helianthus angustifolius,-73.72,40.64
Helianthus angustifolius,-76.95,39.04
Helianthus angustifolius,-73.56,40.65
Helianthus angustifolius,-74.2,39.99
Helianthus angustifolius,-95.36,29.76
Helianthus angustifolius,-74.02,40.19
Helianthus angustifolius,-76.92,38.96
Helianthus angustifolius,-74.2,39.99
Helianthus angustifolius,-73.68,40.64
Helianthus angustifolius,-73.68,40.64
Helianthus angustifolius,-73.73,40.66
Helianthus angustifolius,-73.68,40.64
Helianthus angustifolius,-73.68,40.64
Helianthus angustifolius,-74.02,40.19
Helianthus angustifolius,-74.2,39.99
Helianthus angustifolius,-73.32,40.69
Helianthus angustifolius,-73.32,40.69
Helianthus angustifolius,-76.83,39.09
Helianthus angustifolius,-74.2,40.08
Helianthus angustifolius,-86.91,35.8
Helianthus angustifolius,-77,38.95
Helianthus angustifolius,-77.03,38.96
Helianthus angustifolius,-85.47,32.6
Helianthus angustifolius,-88.03,30.68
Helianthus angustifolius,-74.81,40.14
Helianthus angustifolius,-74.19,39.84
Helianthus angustifolius,-74.19,39.84
Helianthus angustifolius,-74.61,39.38
Helianthus angustifolius,-74.05,40.07
Helianthus angustifolius,-74.94,39.52
Helianthus angustifolius,-74.77,39.66
Helianthus angustifolius,-74.61,39.5
Helianthus angustifolius,-77,38.95
Helianthus angustifolius,-77.01,38.93
Helianthus angustifolius,-94.05,33.43
Helianthus angustifolius,-74.2,39.99
Helianthus angustifolius,-77.04,38.9
Helianthus angustifolius,-73.45,42.41
Helianthus angustifolius,-77.04,38.9
Helianthus angustifolius,-74.67,39.47
Helianthus angustifolius,-74.24,40.25
Helianthus angustifolius,-112.51,45.69
Helianthus angustifolius,-83.23,32.62
Helianthus angustifolius,-80.77,34.77
Helianthus angustifolius,-80.96,33.59
Helianthus angustifolius,-80.77,34.77
Helianthus angustifolius,-74.73,39.61
Helianthus angustifolius,-74.73,39.61
Helianthus angustifolius,-90.47,30.68
Helianthus angustifolius,-76.92,38.85
Helianthus angustifolius,-77.03,38.96
Helianthus angustifolius,-76.95,39.04
Helianthus angustifolius,-77.04,38.9
Helianthus angustifolius,-76.9,38.84
Helianthus angustifolius,-77,38.95
Helianthus angustifolius,-77,38.95
Helianthus angustifolius,-76.88,38.93
Helianthus angustifolius,-76.92,39.02
Helianthus angustifolius,-77.01,38.93
Helianthus angustifolius,-77.23,38.87
Helianthus angustifolius,-77.04,38.9
Helianthus angustifolius,-76.9,38.84
Helianthus angustifolius,-76.83,39.09
Helianthus angustifolius,-77.06,38.86
Helianthus angustifolius,-76.95,39.04
Helianthus angustifolius,-76.95,39.04
Helianthus angustifolius,-86.02,35.4
Helianthus angustifolius,-95.23,29.42
Helianthus angustifolius,-80.05,35.31
Helianthus angustifolius,-78.5,34.32
Helianthus angustifolius,-82,30.82
Helianthus angustifolius,-84.85,33.76
Helianthus angustifolius,-78.5,34.32
Helianthus angustifolius,-82.32,29.65
Helianthus angustifolius,-94.78,32.15
Helianthus angustifolius,-84.18,32.05
Helianthus angustifolius,-78.82,34.32
Helianthus angustifolius,-92.47,33.53
Helianthus angustifolius,-81.82,30.55
Helianthus angustifolius,-86,34.35
Helianthus angustifolius,-85.25,30.27
Helianthus angustifolius,-78.7,34.33
Helianthus angustifolius,-94.53,34.7
Helianthus angustifolius,-79.03,34.3
Helianthus angustifolius,-94.15,33.1
Helianthus angustifolius,-84.18,32.05
Helianthus angustifolius,-82.32,29.65
Helianthus angustifolius,-95.3,34.92
Helianthus angustifolius,-92.4,34.3
Helianthus angustifolius,-94.95,32.8
Helianthus angustifolius,-84.48,34.23
Helianthus angustifolius,-94.82,30.9
Helianthus angustifolius,-89.58,33.05
Helianthus angustifolius,-72.61,40.94
Helianthus angustifolius,-78.5,34.32
Helianthus angustifolius,-82.32,29.65
Helianthus angustifolius,-84.18,32.05
Helianthus angustifolius,-82.32,29.65
Helianthus angustifolius,-95.3,34.92
Helianthus angustifolius,-94.53,34.7
Helianthus angustifolius,-92.4,34.3
Helianthus angustifolius,-92.47,33.53
Helianthus angustifolius,-89.58,33.05
Helianthus angustifolius,-85.25,30.27
Helianthus angustifolius,-81.82,30.55
Helianthus angustifolius,-82,30.82
Helianthus angustifolius,-84.48,34.23
Helianthus angustifolius,-79.03,34.3
Helianthus angustifolius,-78.82,34.32
Helianthus angustifolius,-78.5,34.32
Helianthus angustifolius,-86,34.35
Helianthus angustifolius,-86.02,35.4
Helianthus angustifolius,-84.85,33.76
Helianthus angustifolius,-88.03,30.68
Helianthus angustifolius,-88.2,30.78
Helianthus angustifolius,-81.71,28.76
Helianthus angustifolius,-82.52,28.84
Helianthus angustifolius,-81.94,26.87
Helianthus angustifolius,-82.47,33.48
Helianthus angustifolius,-82.46,28.57
Helianthus angustifolius,-82.46,28.31
Helianthus angustifolius,-82.62,30.22
Helianthus angustifolius,-82.72,34.89
Helianthus angustifolius,-82.48,35.34
Helianthus angustifolius,-82.3,32.59
Helianthus angustifolius,-82.35,27.91
Helianthus angustifolius,-82.33,32.13
Helianthus angustifolius,-82.37,30.05
Helianthus angustifolius,-82.37,27.48
Helianthus angustifolius,-82.36,29.68
Helianthus angustifolius,-82.78,29.28
Helianthus angustifolius,-96.3,30.66
Helianthus angustifolius,-94.82,30.16
Helianthus angustifolius,-94.37,32.55
Helianthus angustifolius,-94.31,32.16
Helianthus angustifolius,-93.89,35.51
Helianthus angustifolius,-93.85,31.34
Helianthus angustifolius,-93.56,31.56
Helianthus angustifolius,-93.74,32.06
Helianthus angustifolius,-93.36,30.23
Helianthus angustifolius,-93.34,32.73
Helianthus angustifolius,-93.18,34.05
Helianthus angustifolius,-93.15,34.58
Helianthus angustifolius,-93.09,31.73
Helianthus angustifolius,-93.04,32.34
Helianthus angustifolius,-92.56,31.6
Helianthus angustifolius,-92.65,33.97
Helianthus angustifolius,-92.6,33.17
Helianthus angustifolius,-92.38,32.83
Helianthus angustifolius,-91.38,34.29
Helianthus angustifolius,-91.35,34.02
Helianthus angustifolius,-91.3,33.27
Helianthus angustifolius,-91.2,34.68
Helianthus angustifolius,-91.09,30.54
Helianthus angustifolius,-90.9,31.48
Helianthus angustifolius,-90.78,34.78
Helianthus angustifolius,-90.63,35.83
Helianthus angustifolius,-90.57,36.12
Helianthus angustifolius,-90.51,32.26
Helianthus angustifolius,-90.41,30.62
Helianthus angustifolius,-90.4,36.72
Helianthus angustifolius,-93.31,33.67
Helianthus angustifolius,-93.23,33.22
Helianthus angustifolius,-93.17,29.87
Helianthus angustifolius,-93.03,35.46
Helianthus angustifolius,-92.99,32.83
Helianthus angustifolius,-92.88,33.59
Helianthus angustifolius,-92.82,30.65
Helianthus angustifolius,-92.82,30.27
Helianthus angustifolius,-92.69,35.27
Helianthus angustifolius,-92.64,31.94
Helianthus angustifolius,-92.54,31.19
Helianthus angustifolius,-92.52,35.58
Helianthus angustifolius,-92.51,33.56
Helianthus angustifolius,-92.42,34.29
Helianthus angustifolius,-92.41,30.29
Helianthus angustifolius,-92.4,30.72
Helianthus angustifolius,-92.32,35.15
Helianthus angustifolius,-92.32,34.77
Helianthus angustifolius,-92.29,29.79
Helianthus angustifolius,-92.19,33.89
Helianthus angustifolius,-92.17,33.47
Helianthus angustifolius,-92.16,31.68
Helianthus angustifolius,-92.11,32.1
Helianthus angustifolius,-92.06,30.21
Helianthus angustifolius,-91.99,31.09
Helianthus angustifolius,-91.93,34.28
Helianthus angustifolius,-94.67,29.7
Helianthus angustifolius,-94.36,33.08
Helianthus angustifolius,-94.44,30.2
Helianthus angustifolius,-94.42,33.45
Helianthus angustifolius,-94.39,30.33
Helianthus angustifolius,-94.27,35.2
Helianthus angustifolius,-94.24,33.99
Helianthus angustifolius,-94.24,35.58
Helianthus angustifolius,-94.23,33.7
Helianthus angustifolius,-94.15,29.85
Helianthus angustifolius,-94.02,30.75
Helianthus angustifolius,-93.99,34.08
Helianthus angustifolius,-93.9,33.31
Helianthus angustifolius,-93.88,32.58
Helianthus angustifolius,-93.74,30.79
Helianthus angustifolius,-93.72,35.22
Helianthus angustifolius,-93.66,34.16
Helianthus angustifolius,-93.62,32.7
Helianthus angustifolius,-93.61,33.24
Helianthus angustifolius,-93.35,32.1
Helianthus angustifolius,-96.51,31.03
Helianthus angustifolius,-96.27,29.89
Helianthus angustifolius,-96.23,29.28
Helianthus angustifolius,-96,31.3
Helianthus angustifolius,-95.99,30.54
Helianthus angustifolius,-95.66,31.84
Helianthus angustifolius,-95.57,30.74
Helianthus angustifolius,-95.43,29.17
Helianthus angustifolius,-95.42,31.32
Helianthus angustifolius,-95.39,29.86
Helianthus angustifolius,-95.05,33.62
Helianthus angustifolius,-94.97,33.21
Helianthus angustifolius,-94.82,32.49
Helianthus angustifolius,-97.48,29.47
Helianthus angustifolius,-97.2,31.55
Helianthus angustifolius,-91.77,33.19
Helianthus angustifolius,-91.04,30.84
Helianthus angustifolius,-90.91,30.2
Helianthus angustifolius,-90.87,36.65
Helianthus angustifolius,-90.71,30.82
Helianthus angustifolius,-90.68,35.57
Helianthus angustifolius,-90.05,30.85
Helianthus angustifolius,-89.57,37.05
Helianthus angustifolius,-89.49,34.35
Helianthus angustifolius,-89.48,30.39
Helianthus angustifolius,-89.41,35.2
Helianthus angustifolius,-89.12,32.4
Helianthus angustifolius,-89.04,33.08
Helianthus angustifolius,-88.83,35.61
Helianthus angustifolius,-88.72,36.3
Helianthus angustifolius,-88.68,31.64
Helianthus angustifolius,-88.65,36.72
Helianthus angustifolius,-88.63,32.75
Helianthus angustifolius,-88.56,35.18
Helianthus angustifolius,-88.39,35.65
Helianthus angustifolius,-88.33,36.88
Helianthus angustifolius,-88.3,36.33
Helianthus angustifolius,-88.11,35.6
Helianthus angustifolius,-88.07,36.07
Helianthus angustifolius,-87.96,32.84
Helianthus angustifolius,-87.85,36.51
Helianthus angustifolius,-86.1,35.16
Helianthus angustifolius,-85.28,36.34
Helianthus angustifolius,-84.77,33.7
Helianthus angustifolius,-83.69,32.81
Helianthus angustifolius,-83.58,30.82
Helianthus angustifolius,-83.37,33.95
Helianthus angustifolius,-83.12,35.92
Helianthus angustifolius,-81.16,29.06
Helianthus angustifolius,-86.08,35.49
Helianthus angustifolius,-86.06,35.81
Helianthus angustifolius,-86,36.54
Helianthus angustifolius,-85.96,37.7
Helianthus angustifolius,-85.92,36.96
Helianthus angustifolius,-85.78,35.68
Helianthus angustifolius,-85.72,35.39
Helianthus angustifolius,-85.7,37.55
Helianthus angustifolius,-85.63,30.24
Helianthus angustifolius,-85.63,36.99
Helianthus angustifolius,-85.59,34.45
Helianthus angustifolius,-85.5,36.14
Helianthus angustifolius,-85.44,38.78
Helianthus angustifolius,-85.35,32.6
Helianthus angustifolius,-85.33,37.37
Helianthus angustifolius,-85.26,29.91
Helianthus angustifolius,-85.21,34.26
Helianthus angustifolius,-85.21,30.79
Helianthus angustifolius,-85.21,35.59
Helianthus angustifolius,-85.2,35.16
Helianthus angustifolius,-85.2,30.39
Helianthus angustifolius,-85.14,34.9
Helianthus angustifolius,-85.09,30.1
Helianthus angustifolius,-85.05,30.12
Helianthus angustifolius,-85,30
Helianthus angustifolius,-84.99,35.95
Helianthus angustifolius,-84.97,34.8
Helianthus angustifolius,-84.93,37.32
Helianthus angustifolius,-84.93,36.38
Helianthus angustifolius,-84.91,32.73
Helianthus angustifolius,-84.87,30.26
Helianthus angustifolius,-84.8,29.81
Helianthus angustifolius,-84.74,34.8
Helianthus angustifolius,-84.66,37.46
Helianthus angustifolius,-84.64,36.14
Helianthus angustifolius,-84.58,30.88
Helianthus angustifolius,-84.54,35.11
Helianthus angustifolius,-84.53,38.93
Helianthus angustifolius,-84.52,35.85
Helianthus angustifolius,-84.49,36.73
Helianthus angustifolius,-84.46,30.04
Helianthus angustifolius,-90.03,32.63
Helianthus angustifolius,-89.95,30.41
Helianthus angustifolius,-89.94,30.07
Helianthus angustifolius,-89.9,35.18
Helianthus angustifolius,-89.53,32.43
Helianthus angustifolius,-89.49,32.02
Helianthus angustifolius,-89.3,36.83
Helianthus angustifolius,-89.28,35.59
Helianthus angustifolius,-89.08,30.42
Helianthus angustifolius,-89.01,37.05
Helianthus angustifolius,-88.99,35.22
Helianthus angustifolius,-88.71,37.22
Helianthus angustifolius,-84.38,30.14
Helianthus angustifolius,-84.29,33.26
Helianthus angustifolius,-84.28,30.46
Helianthus angustifolius,-84.25,35.45
Helianthus angustifolius,-84.25,32.55
Helianthus angustifolius,-84.24,30.88
Helianthus angustifolius,-84.17,34.44
Helianthus angustifolius,-84.15,30.16
Helianthus angustifolius,-84.14,36.76
Helianthus angustifolius,-84.09,30.77
Helianthus angustifolius,-84.06,35.14
Helianthus angustifolius,-83.89,30.42
Helianthus angustifolius,-83.81,32.15
Helianthus angustifolius,-83.8,35
Helianthus angustifolius,-83.75,35.05
Helianthus angustifolius,-83.74,38.15
Helianthus angustifolius,-83.73,34.9
Helianthus angustifolius,-83.71,33.99
Helianthus angustifolius,-83.61,30.01
Helianthus angustifolius,-87.47,35.8
Helianthus angustifolius,-87.4,35.22
Helianthus angustifolius,-87.38,36.5
Helianthus angustifolius,-87.36,36.15
Helianthus angustifolius,-87.3,33.79
Helianthus angustifolius,-87.23,38.4
Helianthus angustifolius,-87.13,33.02
Helianthus angustifolius,-87.12,33.04
Helianthus angustifolius,-87.1,36.26
Helianthus angustifolius,-87.01,30.7
Helianthus angustifolius,-86.94,30.84
Helianthus angustifolius,-86.87,36.53
Helianthus angustifolius,-86.8,30.5
Helianthus angustifolius,-86.59,30.67
Helianthus angustifolius,-86.59,35.14
Helianthus angustifolius,-86.46,36.47
Helianthus angustifolius,-86.42,35.84
Helianthus angustifolius,-86.19,36.75
Helianthus angustifolius,-86.18,30.63
Helianthus angustifolius,-88.62,30.46
Helianthus angustifolius,-88.61,35.42
Helianthus angustifolius,-88.27,36.62
Helianthus angustifolius,-87.75,30.66
Helianthus angustifolius,-87.52,33.29
Helianthus angustifolius,-87.5,35.52
Helianthus angustifolius,-87.49,36.89
Helianthus angustifolius,-83.28,31.6
Helianthus angustifolius,-83.23,31.27
Helianthus angustifolius,-83.15,31.74
Helianthus angustifolius,-83.06,31.04
Helianthus angustifolius,-83.06,34.75
Helianthus angustifolius,-82.93,32.39
Helianthus angustifolius,-78.11,34.46
Helianthus angustifolius,-73.84,40.66
Helianthus angustifolius,-74.66,39.88
Helianthus angustifolius,-75.11,40.34
Helianthus angustifolius,-79.3,33.42
Helianthus angustifolius,-79.25,35.7
Helianthus angustifolius,-79.24,35.02
Helianthus angustifolius,-79.17,35.48
Helianthus angustifolius,-79.12,36.06
Helianthus angustifolius,-79.96,34.33
Helianthus angustifolius,-79.9,35.34
Helianthus angustifolius,-79.9,33.6
Helianthus angustifolius,-79.88,36.99
Helianthus angustifolius,-79.81,35.71
Helianthus angustifolius,-79.76,33.14
Helianthus angustifolius,-79.48,34.84
Helianthus angustifolius,-79.37,34.39
Helianthus angustifolius,-79.35,34.08
Helianthus angustifolius,-78.87,35.37
Helianthus angustifolius,-78.97,36.39
Helianthus angustifolius,-78.88,36.04
Helianthus angustifolius,-78.83,35.05
Helianthus angustifolius,-78.98,33.91
Helianthus angustifolius,-80.25,35.31
Helianthus angustifolius,-80.25,34.16
Helianthus angustifolius,-80.23,38.9
Helianthus angustifolius,-80.16,34.64
Helianthus angustifolius,-80.7,34.69
Helianthus angustifolius,-80.7,28.3
Helianthus angustifolius,-80.69,32.36
Helianthus angustifolius,-80.44,27.38
Helianthus angustifolius,-80.4,33.08
Helianthus angustifolius,-80.4,27.08
Helianthus angustifolius,-80.38,33.92
Helianthus angustifolius,-80.66,32.84
Helianthus angustifolius,-80.55,35.39
Helianthus angustifolius,-80.53,34.99
Helianthus angustifolius,-82.74,27.9
Helianthus angustifolius,-83.56,33.02
Helianthus angustifolius,-83.53,31.46
Helianthus angustifolius,-83.49,33.59
Helianthus angustifolius,-83.47,35.57
Helianthus angustifolius,-83.44,31.96
Helianthus angustifolius,-83.43,38.21
Helianthus angustifolius,-83.4,34.88
Helianthus angustifolius,-83.37,33.32
Helianthus angustifolius,-91.85,31.67
Helianthus angustifolius,-91.8,32.82
Helianthus angustifolius,-91.75,35.25
Helianthus angustifolius,-91.72,33.59
Helianthus angustifolius,-91.67,32.14
Helianthus angustifolius,-91.56,35.74
Helianthus angustifolius,-91.56,34.83
Helianthus angustifolius,-91.45,32.79
Helianthus angustifolius,-80.89,27.39
Helianthus angustifolius,-81.86,29.99
Helianthus angustifolius,-81.81,27.19
Helianthus angustifolius,-81.76,30.61
Helianthus angustifolius,-81.74,32.39
Helianthus angustifolius,-81.74,29.61
Helianthus angustifolius,-80.87,35.81
Helianthus angustifolius,-80.82,33.81
Helianthus angustifolius,-80.8,33.44
Helianthus angustifolius,-80.78,33.67
Helianthus angustifolius,-82.14,30.78
Helianthus angustifolius,-82.07,28.71
Helianthus angustifolius,-81.14,32.78
Helianthus angustifolius,-81.14,28.06
Helianthus angustifolius,-81.1,32.2
Helianthus angustifolius,-81.1,32.3
Helianthus angustifolius,-81.1,32.3
Helianthus angustifolius,-81.09,31.98
Helianthus angustifolius,-81.08,25.97
Helianthus angustifolius,-81.05,33.2
Helianthus angustifolius,-81.02,32.43
Helianthus angustifolius,-81.34,27.34
Helianthus angustifolius,-81.32,28.51
Helianthus angustifolius,-81.27,33.89
Helianthus angustifolius,-81.19,26.95
Helianthus angustifolius,-81.37,31.48
Helianthus angustifolius,-81.36,32.98
Helianthus angustifolius,-81.43,33.26
Helianthus angustifolius,-81.47,30.43
Helianthus angustifolius,-81.97,33.78
Helianthus angustifolius,-81.89,32.15
Helianthus angustifolius,-76.52,37.08
Helianthus angustifolius,-74.26,39.87
Helianthus angustifolius,-76.84,35.48
Helianthus angustifolius,-76.88,37.12
Helianthus angustifolius,-76.7,36.44
Helianthus angustifolius,-74.96,39.8
Helianthus angustifolius,-74.85,39.09
Helianthus angustifolius,-74.63,39.47
Helianthus angustifolius,-77.09,37.71
